Name,Invoice,Status,delivery_date,variable,value,unit_price,dollar_val
Mission - Calumet City,INV-044833,Delivered,6/22/21,GR - wholesale,100,12.0,1200.0
Sunnyside - Danville,INV-045049,Delivered,6/23/21,GR - wholesale,64,12.0,768.0
Curaleaf - Deerfield,INV-045051,Delivered,6/23/21,GR - wholesale,36,12.0,432.0
Rise - Canton,INV-045053,Delivered,6/23/21,GR - wholesale,32,12.0,384.0
Rise - Quincy,INV-045054,Delivered,6/23/21,GR - wholesale,24,12.0,288.0
Nature's Care - Rolling Meadows,INV-045057,Delivered,6/23/21,GR - wholesale,44,12.0,528.0
Curaleaf - Justice,INV-045146,Delivered,6/24/21,GR - wholesale,92,12.0,1104.0
Zen Leaf - Highland Park,INV-045148,Delivered,6/24/21,GR - wholesale,28,12.0,336.0
Curaleaf - Justice,INV-045331,Delivered,6/24/21,GR - wholesale,-2,12.0,-24.0
Curaleaf - Morris,INV-045252,Delivered,6/25/21,GR - wholesale,92,12.0,1104.0
Zen Leaf - Prospect Heights,INV-045254,Delivered,6/25/21,GR - wholesale,36,12.0,432.0
Zen Leaf - Prospect Heights,INV-045348,Delivered,6/25/21,GR - wholesale,-9,12.0,-108.0
Zen Leaf - Prospect Heights,INV-045350,Delivered,6/25/21,GR - wholesale,-36,12.0,-432.0
Curaleaf - Northbrook,INV-045405,Delivered,6/28/21,GR - wholesale,60,12.0,720.0
Rise - Joliet (Rock Creek),INV-045414,Delivered,6/28/21,GR - wholesale,36,12.0,432.0
Rise - Joliet (Colorado Ave),INV-045415,Delivered,6/28/21,GR - wholesale,68,12.0,816.0
Rise - Niles,INV-045416,Delivered,6/28/21,GR - wholesale,120,12.0,1440.0
The Herbal Care Center,INV-045417,Delivered,6/28/21,GR - wholesale,28,12.0,336.0
MedMen - Oak Park,INV-045418,Delivered,6/28/21,GR - wholesale,28,12.0,336.0
Curaleaf - Skokie,INV-045491,Delivered,6/29/21,GR - wholesale,28,12.0,336.0
Curaleaf - Mokena,INV-045492,Delivered,6/29/21,GR - wholesale,40,12.0,480.0
Curaleaf - Westmont,INV-045493,Delivered,6/29/21,GR - wholesale,28,12.0,336.0
EarthMed - Rosemont ,INV-045494,Delivered,6/29/21,GR - wholesale,8,12.0,96.0
Zen Leaf - Evanston,INV-045497,Delivered,6/29/21,GR - wholesale,8,12.0,96.0
Enlightened - Mount Prospect,INV-045498,Delivered,6/29/21,GR - wholesale,8,12.0,96.0
Enlightened - Mount Prospect,INV-045499,Delivered,6/29/21,GR - wholesale,8,12.0,96.0
Zen Leaf - Lombard,INV-045500,Delivered,6/29/21,GR - wholesale,28,12.0,336.0
Windy City - Litchfield,INV-045501,Delivered,6/29/21,GR - wholesale,16,12.0,192.0
Windy City - Litchfield,INV-045502,Delivered,6/29/21,GR - wholesale,16,12.0,192.0
Windy City - Highwood,INV-045503,Delivered,6/29/21,GR - wholesale,72,12.0,864.0
Rise - Lake in the Hills,INV-045509,Delivered,6/29/21,GR - wholesale,116,12.0,1392.0
Windy City - Macomb,INV-045593,Delivered,6/30/21,GR - wholesale,72,12.0,864.0
Rise - Effingham,INV-045602,Delivered,6/30/21,GR - wholesale,32,12.0,384.0
Rise - Naperville,INV-045603,Delivered,6/30/21,GR - wholesale,36,12.0,432.0
Nature's Care - West Loop,INV-045604,Delivered,6/30/21,GR - wholesale,24,12.0,288.0
Sunnyside - Naperville,INV-045605,Delivered,6/30/21,GR - wholesale,40,12.0,480.0
Windy City - Macomb,INV-045769,Delivered,6/30/21,GR - wholesale,-1,12.0,-12.0
Curaleaf - Northbrook,INV-045405,Delivered,6/28/21,PJ - wholesale,160,12.0,1920.0
Midway - Chicago Archer,INV-045406,Delivered,6/28/21,PJ - wholesale,48,12.0,576.0
MOCA - River North,INV-045407,Delivered,6/28/21,PJ - wholesale,72,12.0,864.0
MOCA - Logan Square,INV-045408,Delivered,6/28/21,PJ - wholesale,100,12.0,1200.0
Sunnyside - South Beloit,INV-045409,Delivered,6/28/21,PJ - wholesale,40,12.0,480.0
Sunnyside - Schaumburg,INV-045410,Delivered,6/28/21,PJ - wholesale,32,12.0,384.0
Sunnyside - Rockford,INV-045411,Delivered,6/28/21,PJ - wholesale,24,12.0,288.0
Sunnyside - River North,INV-045412,Delivered,6/28/21,PJ - wholesale,16,12.0,192.0
Sunnyside - Lakeview,INV-045413,Delivered,6/28/21,PJ - wholesale,24,12.0,288.0
Rise - Joliet (Rock Creek),INV-045414,Delivered,6/28/21,PJ - wholesale,40,12.0,480.0
Rise - Joliet (Colorado Ave),INV-045415,Delivered,6/28/21,PJ - wholesale,100,12.0,1200.0
Rise - Niles,INV-045416,Delivered,6/28/21,PJ - wholesale,100,12.0,1200.0
The Herbal Care Center,INV-045417,Delivered,6/28/21,PJ - wholesale,20,12.0,240.0
Curaleaf - Melrose Park,INV-045489,Delivered,6/29/21,PJ - wholesale,28,12.0,336.0
Curaleaf - Deerfield,INV-045490,Delivered,6/29/21,PJ - wholesale,76,12.0,912.0
Curaleaf - Skokie,INV-045491,Delivered,6/29/21,PJ - wholesale,160,12.0,1920.0
Curaleaf - Mokena,INV-045492,Delivered,6/29/21,PJ - wholesale,76,12.0,912.0
Curaleaf - Westmont,INV-045493,Delivered,6/29/21,PJ - wholesale,40,12.0,480.0
Ascend - Fairview,INV-045495,Delivered,6/29/21,PJ - wholesale,100,12.0,1200.0
Ascend - Collinsville,INV-045496,Delivered,6/29/21,PJ - wholesale,92,12.0,1104.0
Windy City - Litchfield,INV-045501,Delivered,6/29/21,PJ - wholesale,16,12.0,192.0
Windy City - Litchfield,INV-045502,Delivered,6/29/21,PJ - wholesale,16,12.0,192.0
Windy City - Highwood,INV-045503,Delivered,6/29/21,PJ - wholesale,72,12.0,864.0
Windy City - Carpentersville,INV-045504,Delivered,6/29/21,PJ - wholesale,72,12.0,864.0
Windy City - Posen,INV-045505,Delivered,6/29/21,PJ - wholesale,18,12.0,216.0
Windy City - Posen,INV-045506,Delivered,6/29/21,PJ - wholesale,24,12.0,288.0
Sunnyside - Elmwood Park ,INV-045507,Delivered,6/29/21,PJ - wholesale,16,12.0,192.0
Sunnyside - Buffalo Grove,INV-045508,Delivered,6/29/21,PJ - wholesale,8,12.0,96.0
Rise - Lake in the Hills,INV-045509,Delivered,6/29/21,PJ - wholesale,100,12.0,1200.0
Curaleaf - Weed Street,INV-045586,Delivered,6/30/21,PJ - wholesale,28,12.0,336.0
Curaleaf - Morris,INV-045587,Delivered,6/30/21,PJ - wholesale,76,12.0,912.0
Curaleaf - Justice,INV-045588,Delivered,6/30/21,PJ - wholesale,100,12.0,1200.0
Curaleaf - Worth,INV-045589,Delivered,6/30/21,PJ - wholesale,60,12.0,720.0
Ascend - Horizon,INV-045590,Delivered,6/30/21,PJ - wholesale,76,12.0,912.0
Ascend - Springfield,INV-045591,Delivered,6/30/21,PJ - wholesale,52,12.0,624.0
Midway - Chicago Ridge,INV-045592,Delivered,6/30/21,PJ - wholesale,32,12.0,384.0
Windy City - Macomb,INV-045593,Delivered,6/30/21,PJ - wholesale,72,12.0,864.0
Windy City - Homewood,INV-045594,Delivered,6/30/21,PJ - wholesale,32,12.0,384.0
Windy City - Homewood,INV-045595,Delivered,6/30/21,PJ - wholesale,32,12.0,384.0
Sunnyside - River North,INV-045596,Delivered,6/30/21,PJ - wholesale,16,12.0,192.0
Sunnyside - Lakeview,INV-045597,Delivered,6/30/21,PJ - wholesale,24,12.0,288.0
Sunnyside - Danville,INV-045598,Delivered,6/30/21,PJ - wholesale,40,12.0,480.0
Sunnyside - Champaign,INV-045599,Delivered,6/30/21,PJ - wholesale,16,12.0,192.0
Rise - Canton,INV-045600,Delivered,6/30/21,PJ - wholesale,36,12.0,432.0
Rise - Quincy,INV-045601,Delivered,6/30/21,PJ - wholesale,39,12.0,468.0
Rise - Effingham,INV-045602,Delivered,6/30/21,PJ - wholesale,72,12.0,864.0
Rise - Naperville,INV-045603,Delivered,6/30/21,PJ - wholesale,36,12.0,432.0
Sunnyside - Naperville,INV-045605,Delivered,6/30/21,PJ - wholesale,24,12.0,288.0
Rise - Niles,INV-039702,Delivered,4/16/21,LL - staff,120,0.01,1.2
Rise - Niles,INV-039815,Delivered,4/19/21,LL - staff,168,0.01,1.68
Rise - Effingham,INV-039839,Delivered,4/19/21,LL - staff,76,0.01,0.76
Rise - Lake in the Hills,INV-039844,Delivered,4/19/21,LL - staff,60,0.01,0.6
Rise - Effingham,INV-039855,Delivered,4/19/21,LL - staff,76,0.01,0.76
Rise - Joliet (Colorado Ave),INV-039856,Delivered,4/19/21,LL - staff,60,0.01,0.6
Rise - Lake in the Hills,INV-039860,Delivered,4/19/21,LL - staff,60,0.01,0.6
Rise - Effingham,INV-039964,Delivered,4/19/21,LL - staff,-76,0.01,-0.76
Rise - Joliet (Colorado Ave),INV-039965,Delivered,4/19/21,LL - staff,-60,0.01,-0.6
Rise - Lake in the Hills,INV-039969,Delivered,4/19/21,LL - staff,-60,0.01,-0.6
Ascend - Springfield,INV-041189,Delivered,5/5/21,LL - staff,60,0.01,0.6
Ascend - Horizon,INV-041190,Delivered,5/5/21,LL - staff,60,0.01,0.6
Curaleaf - Northbrook,INV-041524,Delivered,5/11/21,LL - staff,64,0.01,0.64
Curaleaf - Skokie,INV-041525,Delivered,5/11/21,LL - staff,56,0.01,0.56
Curaleaf - Westmont,INV-041526,Delivered,5/11/21,LL - staff,28,0.01,0.28
Curaleaf - Worth,INV-041527,Delivered,5/11/21,LL - staff,48,0.01,0.48
Curaleaf - Mokena,INV-041836,Delivered,5/14/21,LL - staff,32,0.01,0.32
Sunnyside - Buffalo Grove,INV-041840,Delivered,5/14/21,LL - staff,20,0.01,0.2
Sunnyside - Naperville,INV-041841,Delivered,5/14/21,LL - staff,40,0.01,0.4
Sunnyside - River North,INV-041842,Delivered,5/14/21,LL - staff,32,0.01,0.32
Sunnyside - Schaumburg,INV-041843,Delivered,5/14/21,LL - staff,52,0.01,0.52
The Herbal Care Center,INV-041844,Delivered,5/14/21,LL - staff,40,0.01,0.4
Curaleaf - Mokena,INV-041870,Delivered,5/14/21,LL - staff,-8,0.01,-0.08
Consume - Oak Brook Terrace,INV-043961,Delivered,6/10/21,LL - staff,36,0.01,0.36
Consume - Oak Brook Terrace,INV-044028,Delivered,6/11/21,LL - staff,36,0.01,0.36
Consume - Oak Brook Terrace,INV-044040,Delivered,6/11/21,LL - staff,-36,0.01,-0.36
Dispensary 33 - W Randolph,INV-044067,Delivered,6/11/21,LL - staff,20,0.01,0.2
Dispensary 33 - N Clark,INV-044068,Delivered,6/11/21,LL - staff,40,0.01,0.4
Sunnyside - Lakeview,INV-044069,Delivered,6/11/21,LL - staff,48,0.01,0.48
Consume - Chicago,INV-044075,Delivered,6/11/21,LL - staff,28,0.01,0.28
Windy City - Homewood,INV-044176,Delivered,6/14/21,LL - staff,32,0.01,0.32
Windy City - Posen,INV-044177,Delivered,6/14/21,LL - staff,32,0.01,0.32
Nature's Care - West Loop,INV-044412,Delivered,6/16/21,LL - staff,24,0.01,0.24
Enlightened - Schaumburg,INV-044414,Delivered,6/16/21,LL - staff,60,0.01,0.6
Windy City - Carpentersville,INV-044421,Delivered,6/16/21,LL - staff,32,0.01,0.32
Consume - Marion,INV-044533,Delivered,6/17/21,LL - staff,48,0.01,0.48
Consume - Carbondale,INV-044534,Delivered,6/17/21,LL - staff,28,0.01,0.28
EarthMed - Addison,INV-044590,Delivered,6/18/21,LL - staff,28,0.01,0.28
Sunnyside - South Beloit,INV-044707,Delivered,6/21/21,LL - staff,48,0.01,0.48
Sunnyside - Rockford,INV-044708,Delivered,6/21/21,LL - staff,40,0.01,0.4
Sunnyside - Champaign,INV-044822,Delivered,6/22/21,LL - staff,32,0.01,0.32
Curaleaf - Melrose Park,INV-044826,Delivered,6/22/21,LL - staff,28,0.01,0.28
Curaleaf - Weed Street,INV-044827,Delivered,6/22/21,LL - staff,32,0.01,0.32
Rise - Mundelein ,INV-044831,Delivered,6/22/21,LL - staff,112,0.01,1.12
Mission - South Chicago,INV-044834,Delivered,6/22/21,LL - staff,60,0.01,0.6
Mission - Calumet City,INV-044835,Delivered,6/22/21,LL - staff,60,0.01,0.6
Sunnyside - Danville,INV-045050,Delivered,6/23/21,LL - staff,36,0.01,0.36
Curaleaf - Deerfield,INV-045052,Delivered,6/23/21,LL - staff,36,0.01,0.36
Nature's Care - Rolling Meadows,INV-045058,Delivered,6/23/21,LL - staff,36,0.01,0.36
Curaleaf - Justice,INV-045147,Delivered,6/24/21,LL - staff,28,0.01,0.28
Zen Leaf - Highland Park,INV-045149,Delivered,6/24/21,LL - staff,28,0.01,0.28
Curaleaf - Morris,INV-045253,Delivered,6/25/21,LL - staff,32,0.01,0.32
Zen Leaf - Prospect Heights,INV-045255,Delivered,6/25/21,LL - staff,36,0.01,0.36
Rise - Niles,INV-039702,Delivered,4/16/21,BOC - staff,120,0.01,1.2
Rise - Niles,INV-039815,Delivered,4/19/21,BOC - staff,168,0.01,1.68
Ascend - Springfield,INV-041189,Delivered,5/5/21,BOC - staff,60,0.01,0.6
Ascend - Horizon,INV-041190,Delivered,5/5/21,BOC - staff,60,0.01,0.6
Curaleaf - Northbrook,INV-041524,Delivered,5/11/21,BOC - staff,64,0.01,0.64
Curaleaf - Skokie,INV-041525,Delivered,5/11/21,BOC - staff,56,0.01,0.56
Curaleaf - Westmont,INV-041526,Delivered,5/11/21,BOC - staff,28,0.01,0.28
Curaleaf - Worth,INV-041527,Delivered,5/11/21,BOC - staff,48,0.01,0.48
Curaleaf - Mokena,INV-041836,Delivered,5/14/21,BOC - staff,32,0.01,0.32
Sunnyside - Buffalo Grove,INV-041840,Delivered,5/14/21,BOC - staff,20,0.01,0.2
Sunnyside - Naperville,INV-041841,Delivered,5/14/21,BOC - staff,40,0.01,0.4
Sunnyside - River North,INV-041842,Delivered,5/14/21,BOC - staff,32,0.01,0.32
Sunnyside - Schaumburg,INV-041843,Delivered,5/14/21,BOC - staff,52,0.01,0.52
The Herbal Care Center,INV-041844,Delivered,5/14/21,BOC - staff,40,0.01,0.4
Curaleaf - Mokena,INV-041870,Delivered,5/14/21,BOC - staff,-8,0.01,-0.08
Consume - Oak Brook Terrace,INV-043961,Delivered,6/10/21,BOC - staff,36,0.01,0.36
Consume - Oak Brook Terrace,INV-044028,Delivered,6/11/21,BOC - staff,36,0.01,0.36
Consume - Oak Brook Terrace,INV-044040,Delivered,6/11/21,BOC - staff,-36,0.01,-0.36
Dispensary 33 - W Randolph,INV-044067,Delivered,6/11/21,BOC - staff,20,0.01,0.2
Dispensary 33 - N Clark,INV-044068,Delivered,6/11/21,BOC - staff,40,0.01,0.4
Sunnyside - Lakeview,INV-044069,Delivered,6/11/21,BOC - staff,48,0.01,0.48
Consume - Chicago,INV-044075,Delivered,6/11/21,BOC - staff,28,0.01,0.28
Windy City - Homewood,INV-044176,Delivered,6/14/21,BOC - staff,32,0.01,0.32
Windy City - Posen,INV-044177,Delivered,6/14/21,BOC - staff,32,0.01,0.32
Nature's Care - West Loop,INV-044412,Delivered,6/16/21,BOC - staff,24,0.01,0.24
Enlightened - Schaumburg,INV-044414,Delivered,6/16/21,BOC - staff,60,0.01,0.6
Windy City - Carpentersville,INV-044421,Delivered,6/16/21,BOC - staff,32,0.01,0.32
Consume - Marion,INV-044533,Delivered,6/17/21,BOC - staff,48,0.01,0.48
Consume - Carbondale,INV-044534,Delivered,6/17/21,BOC - staff,28,0.01,0.28
EarthMed - Addison,INV-044590,Delivered,6/18/21,BOC - staff,28,0.01,0.28
Sunnyside - South Beloit,INV-044707,Delivered,6/21/21,BOC - staff,48,0.01,0.48
Sunnyside - Rockford,INV-044708,Delivered,6/21/21,BOC - staff,40,0.01,0.4
Sunnyside - Champaign,INV-044822,Delivered,6/22/21,BOC - staff,32,0.01,0.32
Curaleaf - Melrose Park,INV-044826,Delivered,6/22/21,BOC - staff,28,0.01,0.28
Curaleaf - Weed Street,INV-044827,Delivered,6/22/21,BOC - staff,32,0.01,0.32
Rise - Mundelein ,INV-044831,Delivered,6/22/21,BOC - staff,112,0.01,1.12
Mission - South Chicago,INV-044834,Delivered,6/22/21,BOC - staff,60,0.01,0.6
Mission - Calumet City,INV-044835,Delivered,6/22/21,BOC - staff,60,0.01,0.6
Sunnyside - Danville,INV-045050,Delivered,6/23/21,BOC - staff,36,0.01,0.36
Curaleaf - Deerfield,INV-045052,Delivered,6/23/21,BOC - staff,36,0.01,0.36
Nature's Care - Rolling Meadows,INV-045058,Delivered,6/23/21,BOC - staff,36,0.01,0.36
Curaleaf - Justice,INV-045147,Delivered,6/24/21,BOC - staff,28,0.01,0.28
Zen Leaf - Highland Park,INV-045149,Delivered,6/24/21,BOC - staff,28,0.01,0.28
Curaleaf - Morris,INV-045253,Delivered,6/25/21,BOC - staff,32,0.01,0.32
Zen Leaf - Prospect Heights,INV-045255,Delivered,6/25/21,BOC - staff,36,0.01,0.36
Rise - Niles,INV-039702,Delivered,4/16/21,GR - staff,120,0.01,1.2
Rise - Niles,INV-039815,Delivered,4/19/21,GR - staff,168,0.01,1.68
Rise - Lake in the Hills,INV-039844,Delivered,4/19/21,GR - staff,60,0.01,0.6
Rise - Joliet (Colorado Ave),INV-039856,Delivered,4/19/21,GR - staff,8,0.01,0.08
Rise - Lake in the Hills,INV-039860,Delivered,4/19/21,GR - staff,60,0.01,0.6
Rise - Joliet (Colorado Ave),INV-039965,Delivered,4/19/21,GR - staff,-8,0.01,-0.08
Rise - Lake in the Hills,INV-039969,Delivered,4/19/21,GR - staff,-60,0.01,-0.6
Ascend - Springfield,INV-041189,Delivered,5/5/21,GR - staff,60,0.01,0.6
Ascend - Horizon,INV-041190,Delivered,5/5/21,GR - staff,60,0.01,0.6
Curaleaf - Northbrook,INV-041524,Delivered,5/11/21,GR - staff,64,0.01,0.64
Curaleaf - Skokie,INV-041525,Delivered,5/11/21,GR - staff,56,0.01,0.56
Curaleaf - Westmont,INV-041526,Delivered,5/11/21,GR - staff,28,0.01,0.28
Curaleaf - Worth,INV-041527,Delivered,5/11/21,GR - staff,48,0.01,0.48
Consume - Oak Brook Terrace,INV-043961,Delivered,6/10/21,GR - staff,36,0.01,0.36
Consume - Oak Brook Terrace,INV-044028,Delivered,6/11/21,GR - staff,36,0.01,0.36
Consume - Oak Brook Terrace,INV-044040,Delivered,6/11/21,GR - staff,-36,0.01,-0.36
Dispensary 33 - W Randolph,INV-044067,Delivered,6/11/21,GR - staff,20,0.01,0.2
Dispensary 33 - N Clark,INV-044068,Delivered,6/11/21,GR - staff,40,0.01,0.4
Sunnyside - Lakeview,INV-044069,Delivered,6/11/21,GR - staff,48,0.01,0.48
Consume - Chicago,INV-044075,Delivered,6/11/21,GR - staff,28,0.01,0.28
Windy City - Homewood,INV-044176,Delivered,6/14/21,GR - staff,32,0.01,0.32
Windy City - Posen,INV-044177,Delivered,6/14/21,GR - staff,32,0.01,0.32
Nature's Care - West Loop,INV-044412,Delivered,6/16/21,GR - staff,24,0.01,0.24
Enlightened - Schaumburg,INV-044414,Delivered,6/16/21,GR - staff,60,0.01,0.6
Windy City - Carpentersville,INV-044421,Delivered,6/16/21,GR - staff,32,0.01,0.32
Consume - Marion,INV-044533,Delivered,6/17/21,GR - staff,48,0.01,0.48
Consume - Carbondale,INV-044534,Delivered,6/17/21,GR - staff,28,0.01,0.28
EarthMed - Addison,INV-044590,Delivered,6/18/21,GR - staff,28,0.01,0.28
Sunnyside - South Beloit,INV-044707,Delivered,6/21/21,GR - staff,48,0.01,0.48
Sunnyside - Rockford,INV-044708,Delivered,6/21/21,GR - staff,40,0.01,0.4
Sunnyside - Champaign,INV-044822,Delivered,6/22/21,GR - staff,32,0.01,0.32
Curaleaf - Melrose Park,INV-044826,Delivered,6/22/21,GR - staff,28,0.01,0.28
Curaleaf - Weed Street,INV-044827,Delivered,6/22/21,GR - staff,32,0.01,0.32
Rise - Mundelein ,INV-044831,Delivered,6/22/21,GR - staff,112,0.01,1.12
Mission - South Chicago,INV-044834,Delivered,6/22/21,GR - staff,60,0.01,0.6
Mission - Calumet City,INV-044835,Delivered,6/22/21,GR - staff,60,0.01,0.6
Sunnyside - Danville,INV-045050,Delivered,6/23/21,GR - staff,36,0.01,0.36
Curaleaf - Deerfield,INV-045052,Delivered,6/23/21,GR - staff,36,0.01,0.36
Nature's Care - Rolling Meadows,INV-045058,Delivered,6/23/21,GR - staff,36,0.01,0.36
Curaleaf - Justice,INV-045147,Delivered,6/24/21,GR - staff,28,0.01,0.28
Zen Leaf - Highland Park,INV-045149,Delivered,6/24/21,GR - staff,28,0.01,0.28
Curaleaf - Morris,INV-045253,Delivered,6/25/21,GR - staff,32,0.01,0.32
Zen Leaf - Prospect Heights,INV-045255,Delivered,6/25/21,GR - staff,36,0.01,0.36
